,code,Detailed List Numbers,Cause
1589,P27,,Certain conditions originating in the perinatal period
1590,P28,,Certain conditions originating in the perinatal period
1591,P29,,Certain conditions originating in the perinatal period
1592,P30,,Certain conditions originating in the perinatal period
1593,P31,,Certain conditions originating in the perinatal period
1594,P32,,Certain conditions originating in the perinatal period
1595,P33,,Certain conditions originating in the perinatal period
1596,P34,,Certain conditions originating in the perinatal period
1597,P35,,Certain conditions originating in the perinatal period
1598,P36,,Certain conditions originating in the perinatal period
1599,P37,,Certain conditions originating in the perinatal period
1600,P38,,Certain conditions originating in the perinatal period
1601,P39,,Certain conditions originating in the perinatal period
1602,P40,,Certain conditions originating in the perinatal period
1603,P41,,Certain conditions originating in the perinatal period
1604,P42,,Certain conditions originating in the perinatal period
1605,P43,,Certain conditions originating in the perinatal period
1606,P44,,Certain conditions originating in the perinatal period
1607,P45,,Certain conditions originating in the perinatal period
1608,P46,,Certain conditions originating in the perinatal period
1609,P47,,Certain conditions originating in the perinatal period
1610,P48,,Certain conditions originating in the perinatal period
1611,P49,,Certain conditions originating in the perinatal period
1612,P50,,Certain conditions originating in the perinatal period
1613,P51,,Certain conditions originating in the perinatal period
1614,P52,,Certain conditions originating in the perinatal period
1615,P53,,Certain conditions originating in the perinatal period
1616,P54,,Certain conditions originating in the perinatal period
1617,P55,,Certain conditions originating in the perinatal period
1618,P56,,Certain conditions originating in the perinatal period
1619,P57,,Certain conditions originating in the perinatal period
1620,P58,,Certain conditions originating in the perinatal period
1621,P59,,Certain conditions originating in the perinatal period
1622,P60,,Certain conditions originating in the perinatal period
1623,P61,,Certain conditions originating in the perinatal period
1624,P62,,Certain conditions originating in the perinatal period
1625,P63,,Certain conditions originating in the perinatal period
1626,P64,,Certain conditions originating in the perinatal period
1627,P65,,Certain conditions originating in the perinatal period
1628,P66,,Certain conditions originating in the perinatal period
1629,P67,,Certain conditions originating in the perinatal period
1630,P68,,Certain conditions originating in the perinatal period
1631,P69,,Certain conditions originating in the perinatal period
1632,P70,,Certain conditions originating in the perinatal period
1633,P71,,Certain conditions originating in the perinatal period
1634,P72,,Certain conditions originating in the perinatal period
1635,P73,,Certain conditions originating in the perinatal period
1636,P74,,Certain conditions originating in the perinatal period
1637,P75,,Certain conditions originating in the perinatal period
1638,P76,,Certain conditions originating in the perinatal period
1639,P77,,Certain conditions originating in the perinatal period
1640,P78,,Certain conditions originating in the perinatal period
1641,P79,,Certain conditions originating in the perinatal period
1642,P80,,Certain conditions originating in the perinatal period
1643,P81,,Certain conditions originating in the perinatal period
1644,P82,,Certain conditions originating in the perinatal period
1645,P83,,Certain conditions originating in the perinatal period
1646,P84,,Certain conditions originating in the perinatal period
1647,P85,,Certain conditions originating in the perinatal period
1648,P86,,Certain conditions originating in the perinatal period
1649,P87,,Certain conditions originating in the perinatal period
1650,P88,,Certain conditions originating in the perinatal period
1651,P89,,Certain conditions originating in the perinatal period
1652,P90,,Certain conditions originating in the perinatal period
1653,P91,,Certain conditions originating in the perinatal period
1654,P92,,Certain conditions originating in the perinatal period
1655,P93,,Certain conditions originating in the perinatal period
1656,P94,,Certain conditions originating in the perinatal period
1657,P95,,Certain conditions originating in the perinatal period
1658,P96,,Certain conditions originating in the perinatal period
1659,Q00,,"Congenital malformations, deformations and chromosomal abnormalities"
1660,Q01,,"Congenital malformations, deformations and chromosomal abnormalities"
1661,Q02,,"Congenital malformations, deformations and chromosomal abnormalities"
1662,Q03,,"Congenital malformations, deformations and chromosomal abnormalities"
1663,Q04,,"Congenital malformations, deformations and chromosomal abnormalities"
1664,Q05,,"Congenital malformations, deformations and chromosomal abnormalities"
1665,Q06,,"Congenital malformations, deformations and chromosomal abnormalities"
1666,Q07,,"Congenital malformations, deformations and chromosomal abnormalities"
1667,Q08,,"Congenital malformations, deformations and chromosomal abnormalities"
1668,Q09,,"Congenital malformations, deformations and chromosomal abnormalities"
1669,Q10,,"Congenital malformations, deformations and chromosomal abnormalities"
1670,Q11,,"Congenital malformations, deformations and chromosomal abnormalities"
1671,Q12,,"Congenital malformations, deformations and chromosomal abnormalities"
1672,Q13,,"Congenital malformations, deformations and chromosomal abnormalities"
1673,Q14,,"Congenital malformations, deformations and chromosomal abnormalities"
1674,Q15,,"Congenital malformations, deformations and chromosomal abnormalities"
1675,Q16,,"Congenital malformations, deformations and chromosomal abnormalities"
1676,Q17,,"Congenital malformations, deformations and chromosomal abnormalities"
1677,Q18,,"Congenital malformations, deformations and chromosomal abnormalities"
1678,Q19,,"Congenital malformations, deformations and chromosomal abnormalities"
1679,Q20,,"Congenital malformations, deformations and chromosomal abnormalities"
1680,Q21,,"Congenital malformations, deformations and chromosomal abnormalities"
1681,Q22,,"Congenital malformations, deformations and chromosomal abnormalities"
1682,Q23,,"Congenital malformations, deformations and chromosomal abnormalities"
1683,Q24,,"Congenital malformations, deformations and chromosomal abnormalities"
1684,Q25,,"Congenital malformations, deformations and chromosomal abnormalities"
1685,Q26,,"Congenital malformations, deformations and chromosomal abnormalities"
1686,Q27,,"Congenital malformations, deformations and chromosomal abnormalities"
1687,Q28,,"Congenital malformations, deformations and chromosomal abnormalities"
1688,Q29,,"Congenital malformations, deformations and chromosomal abnormalities"
1689,Q30,,"Congenital malformations, deformations and chromosomal abnormalities"
1690,Q31,,"Congenital malformations, deformations and chromosomal abnormalities"
1691,Q32,,"Congenital malformations, deformations and chromosomal abnormalities"
1692,Q33,,"Congenital malformations, deformations and chromosomal abnormalities"
1693,Q34,,"Congenital malformations, deformations and chromosomal abnormalities"
1694,Q35,,"Congenital malformations, deformations and chromosomal abnormalities"
1695,Q36,,"Congenital malformations, deformations and chromosomal abnormalities"
1696,Q37,,"Congenital malformations, deformations and chromosomal abnormalities"
1697,Q38,,"Congenital malformations, deformations and chromosomal abnormalities"
1698,Q39,,"Congenital malformations, deformations and chromosomal abnormalities"
1699,Q40,,"Congenital malformations, deformations and chromosomal abnormalities"
1700,Q41,,"Congenital malformations, deformations and chromosomal abnormalities"
1701,Q42,,"Congenital malformations, deformations and chromosomal abnormalities"
1702,Q43,,"Congenital malformations, deformations and chromosomal abnormalities"
1703,Q44,,"Congenital malformations, deformations and chromosomal abnormalities"
1704,Q45,,"Congenital malformations, deformations and chromosomal abnormalities"
1705,Q46,,"Congenital malformations, deformations and chromosomal abnormalities"
1706,Q47,,"Congenital malformations, deformations and chromosomal abnormalities"
1707,Q48,,"Congenital malformations, deformations and chromosomal abnormalities"
1708,Q49,,"Congenital malformations, deformations and chromosomal abnormalities"
1709,Q50,,"Congenital malformations, deformations and chromosomal abnormalities"
1710,Q51,,"Congenital malformations, deformations and chromosomal abnormalities"
1711,Q52,,"Congenital malformations, deformations and chromosomal abnormalities"
1712,Q53,,"Congenital malformations, deformations and chromosomal abnormalities"
1713,Q54,,"Congenital malformations, deformations and chromosomal abnormalities"
1714,Q55,,"Congenital malformations, deformations and chromosomal abnormalities"
1715,Q56,,"Congenital malformations, deformations and chromosomal abnormalities"
1716,Q57,,"Congenital malformations, deformations and chromosomal abnormalities"
1717,Q58,,"Congenital malformations, deformations and chromosomal abnormalities"
1718,Q59,,"Congenital malformations, deformations and chromosomal abnormalities"
1719,Q60,,"Congenital malformations, deformations and chromosomal abnormalities"
1720,Q61,,"Congenital malformations, deformations and chromosomal abnormalities"
1721,Q62,,"Congenital malformations, deformations and chromosomal abnormalities"
1722,Q63,,"Congenital malformations, deformations and chromosomal abnormalities"
1723,Q64,,"Congenital malformations, deformations and chromosomal abnormalities"
1724,Q65,,"Congenital malformations, deformations and chromosomal abnormalities"
1725,Q66,,"Congenital malformations, deformations and chromosomal abnormalities"
1726,Q67,,"Congenital malformations, deformations and chromosomal abnormalities"
1727,Q68,,"Congenital malformations, deformations and chromosomal abnormalities"
1728,Q69,,"Congenital malformations, deformations and chromosomal abnormalities"
1729,Q70,,"Congenital malformations, deformations and chromosomal abnormalities"
1730,Q71,,"Congenital malformations, deformations and chromosomal abnormalities"
1731,Q72,,"Congenital malformations, deformations and chromosomal abnormalities"
1732,Q73,,"Congenital malformations, deformations and chromosomal abnormalities"
1733,Q74,,"Congenital malformations, deformations and chromosomal abnormalities"
1734,Q75,,"Congenital malformations, deformations and chromosomal abnormalities"
1735,Q76,,"Congenital malformations, deformations and chromosomal abnormalities"
1736,Q77,,"Congenital malformations, deformations and chromosomal abnormalities"
1737,Q78,,"Congenital malformations, deformations and chromosomal abnormalities"
1738,Q79,,"Congenital malformations, deformations and chromosomal abnormalities"
1739,Q80,,"Congenital malformations, deformations and chromosomal abnormalities"
1740,Q81,,"Congenital malformations, deformations and chromosomal abnormalities"
1741,Q82,,"Congenital malformations, deformations and chromosomal abnormalities"
1742,Q83,,"Congenital malformations, deformations and chromosomal abnormalities"
1743,Q84,,"Congenital malformations, deformations and chromosomal abnormalities"
1744,Q85,,"Congenital malformations, deformations and chromosomal abnormalities"
1745,Q86,,"Congenital malformations, deformations and chromosomal abnormalities"
1746,Q87,,"Congenital malformations, deformations and chromosomal abnormalities"
1747,Q88,,"Congenital malformations, deformations and chromosomal abnormalities"
1748,Q89,,"Congenital malformations, deformations and chromosomal abnormalities"
